© Logic Energy Ltd. LeWL v5.4.1sd
Date,Time,Direction,Temp.ºC,Wind1avg m/s,Wind1max m/s,Wind1std m/s,Wind2avg m/s,Wind2max m/s,Wind2std m/s
01-11-13,20:35:36,90,7.25,6.30,10.66,1.98,0.00,0.00,0.00
01-11-13,20:36:36,90,7.25,6.19,9.26,1.75,0.00,0.00,0.00
01-11-13,20:37:36,90,7.25,7.04,9.46,1.42,0.00,0.00,0.00
01-11-13,20:38:36,90,7.25,5.77,9.26,2.29,0.00,0.00,0.00
01-11-13,20:39:36,90,7.25,4.29,7.44,1.82,0.00,0.00,0.00
01-11-13,20:40:36,90,7.25,5.10,9.05,2.24,0.00,0.00,0.00
01-11-13,20:41:36,90,7.25,6.17,8.65,1.43,0.00,0.00,0.00
01-11-13,20:42:36,90,7.00,6.04,7.65,1.13,0.00,0.00,0.00
01-11-13,20:43:36,90,7.00,6.96,9.05,1.24,0.00,0.00,0.00
01-11-13,20:44:36,90,7.00,5.77,9.05,2.40,0.00,0.00,0.00
01-11-13,20:45:36,90,7.00,6.04,9.26,1.79,0.00,0.00,0.00
01-11-13,20:46:36,90,7.00,6.69,8.85,1.49,0.00,0.00,0.00
01-11-13,20:47:36,90,7.00,5.20,9.66,1.82,0.00,0.00,0.00
01-11-13,20:48:36,90,7.00,6.99,9.86,1.44,0.00,0.00,0.00
01-11-13,20:49:36,90,7.00,6.76,8.85,1.48,0.00,0.00,0.00
01-11-13,20:50:36,90,7.00,6.14,8.25,1.25,0.00,0.00,0.00
01-11-13,20:51:36,90,7.00,5.33,9.26,1.85,0.00,0.00,0.00
01-11-13,20:52:36,90,7.00,5.82,9.05,2.27,0.00,0.00,0.00
01-11-13,20:53:36,90,7.00,5.15,7.44,1.49,0.00,0.00,0.00
01-11-13,20:54:36,90,7.00,5.42,7.04,1.12,0.00,0.00,0.00
01-11-13,20:55:36,90,7.00,5.58,8.25,1.20,0.00,0.00,0.00
01-11-13,20:56:36,90,7.00,4.96,5.83,0.77,0.00,0.00,0.00
01-11-13,20:57:36,90,7.00,5.03,7.44,1.91,0.00,0.00,0.00
01-11-13,20:58:36,90,7.00,5.62,8.45,1.37,0.00,0.00,0.00
01-11-13,20:59:36,90,7.00,3.29,7.04,1.70,0.00,0.00,0.00
01-11-13,21:00:36,90,7.00,3.19,5.43,1.08,0.00,0.00,0.00
01-11-13,21:01:36,90,7.00,5.03,9.26,1.91,0.00,0.00,0.00
01-11-13,21:02:36,90,7.00,5.77,9.05,1.88,0.00,0.00,0.00
01-11-13,21:03:36,90,7.00,4.61,6.24,1.02,0.00,0.00,0.00
01-11-13,21:04:36,90,7.00,7.21,10.06,2.25,0.00,0.00,0.00
01-11-13,21:05:36,90,7.00,7.75,10.86,2.03,0.00,0.00,0.00
01-11-13,21:06:36,90,7.00,5.72,7.85,1.57,0.00,0.00,0.00
01-11-13,21:07:36,90,7.00,5.16,7.65,1.86,0.00,0.00,0.00
01-11-13,21:08:36,90,7.00,4.41,6.24,1.52,0.00,0.00,0.00
01-11-13,21:09:36,90,6.75,6.35,8.45,1.55,0.00,0.00,0.00
01-11-13,21:10:36,90,6.75,4.28,6.44,1.26,0.00,0.00,0.00
01-11-13,21:11:36,90,6.75,4.91,6.84,1.05,0.00,0.00,0.00
01-11-13,21:12:36,90,6.75,6.67,8.05,0.95,0.00,0.00,0.00
01-11-13,21:13:36,90,6.75,8.12,11.07,1.95,0.00,0.00,0.00
01-11-13,21:14:36,90,6.75,6.34,8.65,1.46,0.00,0.00,0.00
01-11-13,21:15:36,90,6.75,5.40,9.46,1.78,0.00,0.00,0.00
01-11-13,21:16:36,90,6.75,5.30,7.65,1.51,0.00,0.00,0.00
01-11-13,21:17:36,90,6.75,6.19,8.05,1.11,0.00,0.00,0.00
01-11-13,21:18:36,90,6.75,7.60,10.86,2.05,0.00,0.00,0.00
01-11-13,21:19:36,90,6.75,6.92,11.07,1.88,0.00,0.00,0.00
01-11-13,21:20:36,90,6.75,6.81,10.66,1.80,0.00,0.00,0.00
01-11-13,21:21:36,90,6.75,5.42,8.05,1.39,0.00,0.00,0.00
01-11-13,21:22:36,90,6.75,8.01,10.86,2.08,0.00,0.00,0.00
01-11-13,21:23:36,90,6.75,5.97,7.65,0.98,0.00,0.00,0.00
01-11-13,21:24:36,90,6.75,5.33,6.44,1.14,0.00,0.00,0.00
01-11-13,21:25:36,90,6.75,3.81,5.83,1.08,0.00,0.00,0.00
01-11-13,21:26:36,90,6.75,6.76,9.86,2.17,0.00,0.00,0.00
01-11-13,21:27:36,90,6.75,7.28,10.66,1.78,0.00,0.00,0.00
01-11-13,21:28:36,90,6.75,7.91,12.68,3.09,0.00,0.00,0.00
01-11-13,21:29:36,90,6.75,6.69,9.05,1.65,0.00,0.00,0.00
01-11-13,21:30:36,90,6.75,5.28,7.44,1.35,0.00,0.00,0.00
01-11-13,21:31:36,90,6.75,6.94,12.47,2.25,0.00,0.00,0.00
01-11-13,21:32:36,90,6.75,7.75,10.26,1.55,0.00,0.00,0.00
01-11-13,21:33:36,90,6.75,5.28,7.85,1.16,0.00,0.00,0.00
01-11-13,21:34:36,90,6.75,7.34,10.26,1.76,0.00,0.00,0.00
01-11-13,21:35:36,90,6.75,5.68,7.44,0.97,0.00,0.00,0.00
01-11-13,21:36:36,90,6.75,7.16,10.46,3.04,0.00,0.00,0.00
01-11-13,21:37:36,90,6.75,5.00,10.46,2.71,0.00,0.00,0.00
01-11-13,21:38:36,90,6.75,6.97,9.86,1.77,0.00,0.00,0.00
01-11-13,21:39:36,90,6.75,8.32,10.66,1.45,0.00,0.00,0.00
01-11-13,21:40:36,90,6.75,8.00,11.47,3.04,0.00,0.00,0.00
01-11-13,21:41:36,90,6.75,8.52,11.27,2.73,0.00,0.00,0.00
01-11-13,21:42:36,90,6.75,6.79,8.85,1.80,0.00,0.00,0.00
01-11-13,21:43:36,90,6.75,5.65,7.04,0.87,0.00,0.00,0.00
01-11-13,21:44:36,90,6.75,5.35,7.24,1.16,0.00,0.00,0.00
01-11-13,21:45:36,90,6.75,5.26,7.24,1.30,0.00,0.00,0.00
01-11-13,21:46:36,90,6.75,7.91,11.07,1.97,0.00,0.00,0.00
01-11-13,21:47:36,90,6.75,7.65,10.26,2.05,0.00,0.00,0.00
01-11-13,21:48:36,90,6.75,9.61,14.69,2.39,0.00,0.00,0.00
01-11-13,21:49:36,90,6.75,6.66,8.85,1.37,0.00,0.00,0.00
01-11-13,21:50:36,90,6.75,7.19,9.66,2.19,0.00,0.00,0.00
01-11-13,21:51:36,90,6.75,8.06,11.27,1.97,0.00,0.00,0.00
01-11-13,21:52:36,90,6.75,5.53,8.05,1.73,0.00,0.00,0.00
01-11-13,21:53:36,90,6.75,6.56,8.05,1.03,0.00,0.00,0.00
01-11-13,21:54:36,90,6.50,9.04,11.07,1.54,0.00,0.00,0.00
01-11-13,21:55:36,90,6.50,8.38,10.46,1.82,0.00,0.00,0.00
01-11-13,21:56:36,90,6.50,10.38,14.08,2.74,0.00,0.00,0.00
01-11-13,21:57:36,90,6.50,9.84,12.47,2.07,0.00,0.00,0.00
01-11-13,21:58:36,90,6.50,8.92,12.27,2.31,0.00,0.00,0.00
01-11-13,21:59:36,90,6.75,7.51,11.87,1.93,0.00,0.00,0.00
01-11-13,22:00:36,90,6.50,6.76,12.07,2.54,0.00,0.00,0.00
01-11-13,22:01:36,90,6.50,10.23,16.90,3.99,0.00,0.00,0.00
01-11-13,22:02:36,90,6.50,9.02,11.47,1.64,0.00,0.00,0.00
01-11-13,22:03:36,90,6.50,9.02,11.27,1.71,0.00,0.00,0.00
01-11-13,22:04:36,90,6.50,7.76,10.26,1.44,0.00,0.00,0.00
01-11-13,22:05:36,90,6.50,9.88,13.68,2.43,0.00,0.00,0.00
01-11-13,22:06:36,90,6.50,7.13,9.05,1.33,0.00,0.00,0.00
01-11-13,22:07:36,90,6.50,8.62,13.28,2.39,0.00,0.00,0.00
01-11-13,22:08:36,90,6.50,5.40,6.84,0.82,0.00,0.00,0.00
01-11-13,22:09:36,90,6.50,7.38,10.66,2.42,0.00,0.00,0.00
01-11-13,22:10:36,90,6.75,5.37,8.25,1.72,0.00,0.00,0.00
01-11-13,22:11:36,90,6.50,9.24,12.68,2.08,0.00,0.00,0.00
01-11-13,22:12:36,90,6.50,9.22,13.28,2.27,0.00,0.00,0.00
01-11-13,22:13:36,90,6.50,6.94,10.06,1.65,0.00,0.00,0.00
01-11-13,22:14:36,90,6.50,4.80,7.44,1.40,0.00,0.00,0.00
01-11-13,22:15:36,90,6.50,10.18,12.47,1.51,0.00,0.00,0.00
01-11-13,22:16:36,90,6.50,7.38,9.66,1.41,0.00,0.00,0.00
01-11-13,22:17:36,90,6.50,5.38,7.85,1.44,0.00,0.00,0.00
01-11-13,22:18:36,90,6.50,6.22,10.06,2.49,0.00,0.00,0.00
01-11-13,22:19:36,90,6.50,7.08,12.07,2.74,0.00,0.00,0.00
01-11-13,22:20:36,90,6.75,4.63,6.64,0.86,0.00,0.00,0.00
01-11-13,22:21:36,90,6.50,3.72,4.63,0.59,0.00,0.00,0.00
01-11-13,22:22:36,90,6.50,5.28,9.86,1.99,0.00,0.00,0.00
01-11-13,22:23:36,90,6.75,5.87,8.45,1.20,0.00,0.00,0.00
01-11-13,22:24:36,90,6.50,6.99,11.27,2.40,0.00,0.00,0.00
01-11-13,22:25:36,90,6.50,6.66,11.67,2.82,0.00,0.00,0.00
01-11-13,22:26:36,90,6.75,7.88,11.27,2.05,0.00,0.00,0.00
01-11-13,22:27:36,90,6.50,6.64,8.85,2.12,0.00,0.00,0.00
01-11-13,22:28:36,90,6.50,6.69,8.85,1.29,0.00,0.00,0.00
01-11-13,22:29:36,90,6.50,5.45,7.85,1.39,0.00,0.00,0.00
01-11-13,22:30:36,90,6.50,6.59,10.06,2.27,0.00,0.00,0.00
01-11-13,22:31:36,90,6.50,6.00,9.26,1.86,0.00,0.00,0.00
01-11-13,22:32:36,90,6.50,4.90,7.44,1.73,0.00,0.00,0.00
01-11-13,22:33:36,90,6.50,5.03,6.04,0.88,0.00,0.00,0.00
01-11-13,22:34:36,90,6.50,5.40,8.25,1.80,0.00,0.00,0.00
01-11-13,22:35:36,90,6.50,4.38,6.64,1.08,0.00,0.00,0.00
01-11-13,22:36:36,90,6.50,5.43,8.05,1.45,0.00,0.00,0.00
01-11-13,22:37:36,90,6.50,4.41,6.44,0.98,0.00,0.00,0.00
01-11-13,22:38:36,90,6.50,5.75,8.85,2.20,0.00,0.00,0.00
01-11-13,22:39:36,90,6.50,5.83,10.26,2.01,0.00,0.00,0.00
01-11-13,22:40:36,90,6.50,4.95,6.84,1.14,0.00,0.00,0.00
01-11-13,22:41:36,90,6.50,4.80,7.44,1.90,0.00,0.00,0.00
01-11-13,22:42:36,90,6.50,6.39,10.66,2.05,0.00,0.00,0.00
01-11-13,22:43:36,90,6.50,5.08,6.64,0.90,0.00,0.00,0.00
01-11-13,22:44:36,90,6.50,4.33,6.04,1.31,0.00,0.00,0.00
01-11-13,22:45:36,90,6.50,2.80,4.02,0.75,0.00,0.00,0.00
01-11-13,22:46:36,90,6.50,6.35,10.06,2.46,0.00,0.00,0.00
01-11-13,22:47:36,90,6.50,5.47,7.44,1.44,0.00,0.00,0.00
01-11-13,22:48:36,90,6.50,5.45,7.44,0.83,0.00,0.00,0.00
01-11-13,22:49:36,90,6.50,6.14,10.46,2.56,0.00,0.00,0.00
01-11-13,22:50:36,90,6.50,3.20,4.63,1.01,0.00,0.00,0.00
01-11-13,22:51:36,90,6.50,5.06,6.44,1.20,0.00,0.00,0.00
01-11-13,22:52:36,90,6.50,3.39,4.63,0.75,0.00,0.00,0.00
01-11-13,22:53:36,90,6.50,3.60,6.24,1.41,0.00,0.00,0.00
01-11-13,22:54:36,90,6.50,6.64,9.05,1.55,0.00,0.00,0.00
01-11-13,22:55:36,90,6.50,4.58,7.65,1.43,0.00,0.00,0.00
01-11-13,22:56:36,90,6.50,5.28,7.04,0.75,0.00,0.00,0.00
01-11-13,22:57:36,90,6.50,3.76,5.63,0.92,0.00,0.00,0.00
01-11-13,22:58:36,90,6.50,6.49,8.25,1.05,0.00,0.00,0.00
01-11-13,22:59:36,90,6.50,7.09,9.46,1.51,0.00,0.00,0.00
01-11-13,23:00:36,90,6.50,4.41,7.04,1.29,0.00,0.00,0.00
01-11-13,23:01:36,90,6.50,4.17,6.64,1.30,0.00,0.00,0.00
01-11-13,23:02:36,90,6.50,3.91,5.83,1.29,0.00,0.00,0.00
01-11-13,23:03:36,90,6.50,4.80,7.24,1.82,0.00,0.00,0.00
01-11-13,23:04:36,90,6.50,6.20,8.65,1.09,0.00,0.00,0.00
01-11-13,23:05:36,90,6.50,4.36,5.63,1.09,0.00,0.00,0.00
01-11-13,23:06:36,90,6.50,5.16,7.04,0.87,0.00,0.00,0.00
01-11-13,23:07:36,90,6.50,4.91,6.44,1.30,0.00,0.00,0.00
01-11-13,23:08:36,90,6.25,3.47,5.03,0.73,0.00,0.00,0.00
01-11-13,23:09:36,90,6.50,4.85,10.46,2.48,0.00,0.00,0.00
01-11-13,23:10:36,90,6.50,5.52,7.24,1.25,0.00,0.00,0.00
01-11-13,23:11:36,90,6.50,5.28,7.24,1.52,0.00,0.00,0.00
01-11-13,23:12:36,90,6.50,1.89,3.42,0.56,0.00,0.00,0.00
01-11-13,23:13:36,90,6.50,3.64,6.24,1.83,0.00,0.00,0.00
01-11-13,23:14:36,90,6.50,4.61,5.83,0.89,0.00,0.00,0.00
01-11-13,23:15:36,90,6.50,5.06,7.04,1.17,0.00,0.00,0.00
01-11-13,23:16:36,90,6.50,7.91,11.07,2.23,0.00,0.00,0.00
01-11-13,23:17:36,90,6.50,8.17,10.66,2.59,0.00,0.00,0.00
01-11-13,23:18:36,90,6.50,5.87,8.25,1.87,0.00,0.00,0.00
01-11-13,23:19:36,90,6.50,4.80,8.45,1.58,0.00,0.00,0.00
01-11-13,23:20:36,90,6.50,5.97,7.24,0.87,0.00,0.00,0.00
01-11-13,23:21:36,90,6.50,5.94,8.45,1.51,0.00,0.00,0.00
01-11-13,23:22:36,90,6.50,5.26,7.44,1.43,0.00,0.00,0.00
01-11-13,23:23:36,90,6.50,4.39,6.64,1.46,0.00,0.00,0.00
01-11-13,23:24:36,90,6.50,6.49,9.26,1.74,0.00,0.00,0.00
01-11-13,23:25:36,90,6.50,6.32,10.46,2.01,0.00,0.00,0.00
01-11-13,23:26:36,90,6.50,4.93,8.85,2.16,0.00,0.00,0.00
01-11-13,23:27:36,90,6.50,8.70,11.87,1.84,0.00,0.00,0.00
01-11-13,23:28:36,90,6.50,7.21,10.06,2.14,0.00,0.00,0.00
01-11-13,23:29:36,90,6.50,5.72,9.05,1.90,0.00,0.00,0.00
01-11-13,23:30:36,90,6.50,4.12,5.83,1.19,0.00,0.00,0.00
01-11-13,23:31:36,90,6.50,8.65,12.27,2.48,0.00,0.00,0.00
01-11-13,23:32:36,90,6.50,4.63,6.04,1.12,0.00,0.00,0.00
01-11-13,23:33:36,90,6.50,3.64,7.65,1.72,0.00,0.00,0.00
01-11-13,23:34:36,90,6.50,7.26,11.47,2.16,0.00,0.00,0.00
01-11-13,23:35:36,90,6.50,6.32,8.65,1.53,0.00,0.00,0.00
01-11-13,23:36:36,90,6.50,7.98,9.46,0.77,0.00,0.00,0.00
01-11-13,23:37:36,90,6.50,5.63,9.46,2.09,0.00,0.00,0.00
01-11-13,23:38:36,90,6.50,5.57,8.65,1.65,0.00,0.00,0.00
01-11-13,23:39:36,90,6.50,7.71,11.47,2.48,0.00,0.00,0.00
01-11-13,23:40:36,90,6.50,5.30,7.24,0.98,0.00,0.00,0.00
01-11-13,23:41:36,90,6.50,4.90,7.65,1.13,0.00,0.00,0.00
01-11-13,23:42:36,90,6.50,5.73,6.84,0.88,0.00,0.00,0.00
01-11-13,23:43:36,90,6.50,5.37,6.84,0.90,0.00,0.00,0.00
01-11-13,23:44:36,90,6.50,5.30,8.05,1.56,0.00,0.00,0.00
01-11-13,23:45:36,90,6.50,4.48,5.23,0.60,0.00,0.00,0.00
01-11-13,23:46:36,90,6.50,6.49,9.86,1.73,0.00,0.00,0.00
01-11-13,23:47:36,90,6.50,8.32,12.27,2.28,0.00,0.00,0.00
01-11-13,23:48:36,90,6.50,6.51,9.05,1.36,0.00,0.00,0.00
01-11-13,23:49:36,90,6.50,6.47,8.65,1.74,0.00,0.00,0.00
01-11-13,23:50:36,90,6.50,8.85,12.88,2.90,0.00,0.00,0.00
01-11-13,23:51:36,90,6.50,7.65,11.47,2.05,0.00,0.00,0.00
01-11-13,23:52:36,90,6.50,9.15,13.08,2.58,0.00,0.00,0.00
01-11-13,23:53:36,90,6.50,6.07,8.05,1.37,0.00,0.00,0.00
01-11-13,23:54:36,90,6.50,7.71,11.27,1.63,0.00,0.00,0.00
01-11-13,23:55:36,90,6.50,6.99,10.06,2.25,0.00,0.00,0.00
01-11-13,23:56:36,90,6.50,5.94,8.85,1.57,0.00,0.00,0.00
01-11-13,23:57:36,90,6.50,7.34,9.66,1.71,0.00,0.00,0.00
01-11-13,23:58:36,90,6.50,7.68,10.46,2.47,0.00,0.00,0.00
01-11-13,23:59:36,90,6.50,7.34,12.88,3.26,0.00,0.00,0.00
02-11-13,00:00:36,90,6.50,6.12,7.65,0.87,0.00,0.00,0.00
02-11-13,00:01:36,90,6.50,6.27,10.46,1.81,0.00,0.00,0.00
02-11-13,00:02:36,90,6.50,6.05,9.26,2.26,0.00,0.00,0.00
02-11-13,00:03:36,90,6.50,7.48,9.86,1.53,0.00,0.00,0.00
02-11-13,00:04:36,90,6.50,5.67,7.04,0.95,0.00,0.00,0.00
02-11-13,00:05:36,90,6.50,6.77,10.26,1.82,0.00,0.00,0.00
02-11-13,00:06:36,90,6.50,8.33,11.47,1.90,0.00,0.00,0.00
02-11-13,00:07:36,90,6.50,6.94,11.47,2.15,0.00,0.00,0.00
02-11-13,00:08:36,90,6.50,9.26,11.87,1.73,0.00,0.00,0.00
02-11-13,00:09:36,90,6.50,7.13,11.87,1.99,0.00,0.00,0.00
02-11-13,00:10:36,90,6.50,5.70,7.85,1.28,0.00,0.00,0.00
02-11-13,00:11:36,90,6.50,6.56,8.65,1.54,0.00,0.00,0.00
02-11-13,00:12:36,90,6.50,6.37,10.06,3.06,0.00,0.00,0.00
02-11-13,00:13:36,90,6.50,9.20,14.49,2.19,0.00,0.00,0.00
02-11-13,00:14:36,90,6.50,7.78,12.07,3.04,0.00,0.00,0.00
02-11-13,00:15:36,90,6.50,9.67,14.29,3.23,0.00,0.00,0.00
02-11-13,00:16:36,90,6.50,6.81,9.46,1.76,0.00,0.00,0.00
02-11-13,00:17:36,90,6.50,5.20,6.64,1.11,0.00,0.00,0.00
02-11-13,00:18:36,90,6.50,4.58,6.84,1.57,0.00,0.00,0.00
02-11-13,00:19:36,90,6.50,4.28,5.83,1.01,0.00,0.00,0.00
02-11-13,00:20:36,90,6.50,4.80,6.84,1.24,0.00,0.00,0.00
02-11-13,00:21:36,90,6.50,5.40,8.25,1.67,0.00,0.00,0.00
02-11-13,00:22:36,90,6.50,5.40,7.04,1.08,0.00,0.00,0.00
02-11-13,00:23:36,90,6.50,4.24,6.84,1.29,0.00,0.00,0.00
02-11-13,00:24:36,90,6.50,4.39,7.24,2.00,0.00,0.00,0.00
02-11-13,00:25:36,90,6.25,4.01,5.83,1.28,0.00,0.00,0.00
02-11-13,00:26:36,90,6.25,4.24,7.04,1.33,0.00,0.00,0.00
02-11-13,00:27:36,90,6.50,2.82,4.02,0.89,0.00,0.00,0.00
02-11-13,00:28:36,90,6.50,4.83,9.05,2.30,0.00,0.00,0.00
02-11-13,00:29:36,90,6.25,6.89,9.46,1.23,0.00,0.00,0.00
02-11-13,00:30:36,90,6.25,8.48,11.07,1.61,0.00,0.00,0.00
02-11-13,00:31:36,90,6.25,4.39,6.44,1.47,0.00,0.00,0.00
02-11-13,00:32:36,90,6.25,3.99,6.04,1.06,0.00,0.00,0.00
02-11-13,00:33:36,90,6.25,5.47,9.66,2.56,0.00,0.00,0.00
02-11-13,00:34:36,90,6.25,5.58,7.44,1.20,0.00,0.00,0.00
02-11-13,00:35:36,90,6.50,4.07,5.43,0.97,0.00,0.00,0.00
02-11-13,00:36:36,90,6.25,2.82,4.02,0.56,0.00,0.00,0.00
02-11-13,00:37:36,90,6.25,5.11,8.25,1.68,0.00,0.00,0.00
02-11-13,00:38:36,90,6.25,6.34,9.86,2.00,0.00,0.00,0.00
02-11-13,00:39:36,90,6.50,4.29,7.24,1.17,0.00,0.00,0.00
02-11-13,00:40:36,90,6.25,6.25,7.85,1.14,0.00,0.00,0.00
02-11-13,00:41:36,90,6.25,5.58,8.45,1.53,0.00,0.00,0.00
02-11-13,00:42:36,90,6.50,8.87,12.07,1.98,0.00,0.00,0.00
02-11-13,00:43:36,90,6.50,6.27,9.86,2.21,0.00,0.00,0.00
02-11-13,00:44:36,90,6.50,4.68,7.85,1.70,0.00,0.00,0.00
02-11-13,00:45:36,90,6.50,3.29,6.24,1.53,0.00,0.00,0.00
02-11-13,00:46:36,90,6.50,3.17,4.02,0.64,0.00,0.00,0.00
02-11-13,00:47:36,90,6.50,3.25,5.03,1.00,0.00,0.00,0.00
02-11-13,00:48:36,90,6.50,3.92,5.23,0.66,0.00,0.00,0.00
02-11-13,00:49:36,90,6.50,4.96,7.65,1.77,0.00,0.00,0.00
02-11-13,00:50:36,90,6.50,5.55,7.65,1.11,0.00,0.00,0.00
02-11-13,00:51:36,90,6.50,4.41,7.04,1.90,0.00,0.00,0.00
02-11-13,00:52:36,90,6.50,5.94,7.85,1.17,0.00,0.00,0.00
02-11-13,00:53:36,90,6.50,6.10,8.45,1.53,0.00,0.00,0.00
02-11-13,00:54:36,90,6.50,4.43,5.63,1.13,0.00,0.00,0.00
02-11-13,00:55:36,90,6.50,4.66,6.84,1.19,0.00,0.00,0.00
02-11-13,00:56:36,90,6.50,4.53,6.84,1.10,0.00,0.00,0.00
02-11-13,00:57:36,90,6.50,4.83,6.24,0.97,0.00,0.00,0.00
02-11-13,00:58:36,90,6.50,3.79,7.24,1.46,0.00,0.00,0.00
02-11-13,00:59:36,90,6.50,3.89,5.83,1.16,0.00,0.00,0.00
02-11-13,01:00:36,90,6.50,4.26,8.05,2.89,0.00,0.00,0.00
02-11-13,01:01:36,90,6.50,6.67,10.26,1.98,0.00,0.00,0.00
02-11-13,01:02:36,90,6.50,4.06,5.63,1.23,0.00,0.00,0.00
02-11-13,01:03:36,90,6.50,4.01,7.44,1.54,0.00,0.00,0.00
02-11-13,01:04:36,90,6.50,5.20,8.85,1.70,0.00,0.00,0.00
02-11-13,01:05:36,90,6.50,7.38,9.66,1.93,0.00,0.00,0.00
02-11-13,01:06:36,90,6.50,4.69,7.85,1.59,0.00,0.00,0.00
02-11-13,01:07:36,90,6.50,8.42,11.47,1.85,0.00,0.00,0.00
02-11-13,01:08:36,90,6.50,6.49,8.65,1.53,0.00,0.00,0.00
02-11-13,01:09:36,90,6.50,4.91,6.84,1.34,0.00,0.00,0.00
02-11-13,01:10:36,90,6.50,3.69,5.23,1.08,0.00,0.00,0.00
02-11-13,01:11:36,90,6.50,4.91,7.65,1.25,0.00,0.00,0.00
02-11-13,01:12:36,90,6.50,5.85,8.65,1.62,0.00,0.00,0.00
02-11-13,01:13:36,90,6.50,6.12,7.04,0.85,0.00,0.00,0.00
02-11-13,01:14:36,90,6.50,4.68,6.84,1.53,0.00,0.00,0.00
02-11-13,01:15:36,90,6.50,5.92,7.85,1.29,0.00,0.00,0.00
02-11-13,01:16:36,90,6.50,3.74,6.24,1.46,0.00,0.00,0.00
02-11-13,01:17:36,90,6.50,6.79,8.45,1.45,0.00,0.00,0.00
02-11-13,01:18:36,90,6.50,5.60,7.24,1.39,0.00,0.00,0.00
02-11-13,01:19:36,90,6.50,4.44,7.44,1.61,0.00,0.00,0.00
02-11-13,01:20:36,90,6.50,7.98,10.06,1.77,0.00,0.00,0.00
02-11-13,01:21:36,90,6.50,7.53,11.67,2.42,0.00,0.00,0.00
02-11-13,01:22:36,90,6.50,4.69,5.83,0.86,0.00,0.00,0.00
02-11-13,01:23:36,90,6.50,6.59,9.26,1.17,0.00,0.00,0.00
02-11-13,01:24:36,90,6.50,4.69,5.43,0.66,0.00,0.00,0.00
02-11-13,01:25:36,90,6.50,6.86,10.66,2.06,0.00,0.00,0.00
02-11-13,01:26:36,90,6.50,7.29,8.65,1.13,0.00,0.00,0.00
02-11-13,01:27:36,90,6.75,7.61,12.88,3.14,0.00,0.00,0.00
02-11-13,01:28:36,90,6.75,8.18,11.47,2.06,0.00,0.00,0.00
02-11-13,01:29:36,90,6.75,5.62,8.45,1.28,0.00,0.00,0.00
02-11-13,01:30:36,90,6.75,8.23,11.47,1.99,0.00,0.00,0.00
02-11-13,01:31:36,90,6.75,9.47,11.47,1.25,0.00,0.00,0.00
02-11-13,01:32:36,90,6.75,6.71,9.26,1.53,0.00,0.00,0.00
02-11-13,01:33:36,90,6.75,8.23,11.07,1.94,0.00,0.00,0.00
02-11-13,01:34:36,90,6.75,7.71,9.66,1.71,0.00,0.00,0.00
02-11-13,01:35:36,90,6.75,5.82,7.65,1.02,0.00,0.00,0.00
02-11-13,01:36:36,90,6.75,5.94,10.66,2.17,0.00,0.00,0.00
02-11-13,01:37:36,90,6.75,6.57,10.26,1.66,0.00,0.00,0.00
02-11-13,01:38:36,90,6.75,6.40,7.65,1.24,0.00,0.00,0.00
02-11-13,01:39:36,90,6.75,6.57,10.86,2.83,0.00,0.00,0.00
02-11-13,01:40:36,90,6.75,8.75,10.86,1.32,0.00,0.00,0.00
02-11-13,01:41:36,90,6.75,5.68,7.44,1.21,0.00,0.00,0.00
02-11-13,01:42:36,90,6.75,4.93,6.64,1.21,0.00,0.00,0.00
02-11-13,01:43:36,90,6.75,5.75,8.05,1.18,0.00,0.00,0.00
02-11-13,01:44:36,90,6.75,5.67,8.65,1.80,0.00,0.00,0.00
02-11-13,01:45:36,90,6.75,7.23,10.86,1.91,0.00,0.00,0.00
02-11-13,01:46:36,90,6.75,7.56,11.47,2.08,0.00,0.00,0.00
02-11-13,01:47:36,90,6.75,6.71,8.65,1.15,0.00,0.00,0.00
02-11-13,01:48:36,90,6.75,5.16,6.44,0.64,0.00,0.00,0.00
02-11-13,01:49:36,90,6.75,6.49,9.66,1.61,0.00,0.00,0.00
02-11-13,01:50:36,90,6.75,6.44,9.66,2.22,0.00,0.00,0.00
02-11-13,01:51:36,90,6.75,9.32,11.87,1.58,0.00,0.00,0.00
02-11-13,01:52:36,90,6.75,9.61,13.88,2.88,0.00,0.00,0.00
02-11-13,01:53:36,90,6.75,6.40,10.46,2.33,0.00,0.00,0.00
02-11-13,01:54:36,90,6.75,6.59,12.47,2.80,0.00,0.00,0.00
02-11-13,01:55:36,90,6.75,8.67,10.26,1.29,0.00,0.00,0.00
02-11-13,01:56:36,90,6.75,8.06,11.07,1.87,0.00,0.00,0.00
02-11-13,01:57:36,90,6.75,6.81,9.66,1.47,0.00,0.00,0.00
02-11-13,01:58:36,90,6.75,8.27,10.86,1.77,0.00,0.00,0.00
02-11-13,01:59:36,90,6.75,8.74,14.29,3.32,0.00,0.00,0.00
02-11-13,02:00:36,90,6.75,5.82,9.66,2.01,0.00,0.00,0.00
02-11-13,02:01:36,90,6.75,8.79,11.07,1.47,0.00,0.00,0.00
02-11-13,02:02:36,90,6.75,6.35,8.45,1.27,0.00,0.00,0.00
02-11-13,02:03:36,90,6.75,4.93,6.44,1.08,0.00,0.00,0.00
02-11-13,02:04:36,90,6.75,5.18,7.44,1.17,0.00,0.00,0.00
